matrix_id,origin_poi_id,dest_poi_id,mode,minutes,distance_km,carbon_kg,cost,currency,bearing_deg,updated_at
ptm_f49a6fed,poi_ba254651,poi_90ae8bdc,cab,21,5.2,0.889,116.39,INR,313,2026-08-18T10:00:00+05:30
ptm_635ffcb6,poi_ba254651,poi_6b659eca,cab,39,11.074,1.894,216.26,INR,218,2026-08-18T10:00:00+05:30
ptm_878be5e4,poi_ba254651,poi_d2d9d668,cab,33,9.07,1.551,182.19,INR,155,2026-08-18T10:00:00+05:30
ptm_94d3688d,poi_ba254651,poi_df26bbb8,cab,24,6.331,1.083,135.63,INR,135,2026-08-18T10:00:00+05:30
ptm_833b60ab,poi_ba254651,poi_3132b4af,cab,35,9.597,1.641,191.15,INR,206,2026-08-18T10:00:00+05:30
ptm_89094b66,poi_ba254651,poi_679c6407,cab,33,8.936,1.528,179.91,INR,150,2026-08-18T10:00:00+05:30
ptm_7ca5e5f6,poi_ba254651,poi_ac60ca43,cab,34,9.245,1.581,185.17,INR,148,2026-08-18T10:00:00+05:30
ptm_052d5fac,poi_df26bbb8,poi_0b113cd1,cab,26,6.666,1.14,141.33,INR,342,2026-08-18T10:00:00+05:30
ptm_fd43003b,poi_df26bbb8,poi_0c5014db,walk,19,1.334,0,0.00,INR,78,2026-08-18T10:00:00+05:30
ptm_8fcf8715,poi_df26bbb8,poi_0c5014db,cab,9,1.334,0.228,50.68,INR,78,2026-08-18T10:00:00+05:30
ptm_2b80ce7c,poi_df26bbb8,poi_90ae8bdc,cab,41,11.53,1.972,224.00,INR,314,2026-08-18T10:00:00+05:30
ptm_396cfe5a,poi_df26bbb8,poi_6b659eca,cab,43,12.123,2.073,234.10,INR,250,2026-08-18T10:00:00+05:30
ptm_082b030b,poi_df26bbb8,poi_d2d9d668,walk,52,3.837,0,0.00,INR,190,2026-08-18T10:00:00+05:30
ptm_0fe17133,poi_df26bbb8,poi_d2d9d668,cab,17,3.837,0.656,93.24,INR,190,2026-08-18T10:00:00+05:30
ptm_352470a7,poi_df26bbb8,poi_ba254651,cab,24,6.331,1.083,135.63,INR,315,2026-08-18T10:00:00+05:30
ptm_42c09db7,poi_df26bbb8,poi_3132b4af,cab,35,9.613,1.644,191.42,INR,244,2026-08-18T10:00:00+05:30
ptm_446b6e38,poi_df26bbb8,poi_679c6407,walk,44,3.256,0,0.00,INR,180,2026-08-18T10:00:00+05:30
ptm_5fa8c7ac,poi_df26bbb8,poi_679c6407,cab,15,3.256,0.557,83.36,INR,180,2026-08-18T10:00:00+05:30
ptm_65408a83,poi_df26bbb8,poi_ac60ca43,walk,46,3.378,0,0.00,INR,172,2026-08-18T10:00:00+05:30
ptm_4f6a26ae,poi_df26bbb8,poi_ac60ca43,cab,15,3.378,0.578,85.43,INR,172,2026-08-18T10:00:00+05:30
ptm_e137725a,poi_3132b4af,poi_0b113cd1,cab,44,12.446,2.128,239.58,INR,32,2026-08-18T10:00:00+05:30
ptm_63f98c24,poi_3132b4af,poi_0c5014db,cab,39,10.915,1.866,213.56,INR,66,2026-08-18T10:00:00+05:30
ptm_fbe7e334,poi_3132b4af,poi_90ae8bdc,cab,43,12.202,2.087,235.43,INR,2,2026-08-18T10:00:00+05:30
ptm_be767a5a,poi_3132b4af,poi_6b659eca,walk,37,2.711,0,0.00,INR,269,2026-08-18T10:00:00+05:30
ptm_31744ed4,poi_3132b4af,poi_6b659eca,cab,13,2.711,0.464,74.09,INR,269,2026-08-18T10:00:00+05:30
ptm_20304f18,poi_3132b4af,poi_d2d9d668,cab,30,7.971,1.363,163.51,INR,87,2026-08-18T10:00:00+05:30
ptm_b5805773,poi_3132b4af,poi_ba254651,cab,35,9.597,1.641,191.15,INR,26,2026-08-18T10:00:00+05:30
ptm_71fac668,poi_3132b4af,poi_df26bbb8,cab,35,9.613,1.644,191.42,INR,64,2026-08-18T10:00:00+05:30
ptm_96b9d1fc,poi_3132b4af,poi_679c6407,cab,32,8.715,1.49,176.16,INR,84,2026-08-18T10:00:00+05:30
ptm_49a9a372,poi_3132b4af,poi_ac60ca43,cab,33,9.15,1.565,183.54,INR,85,2026-08-18T10:00:00+05:30
ptm_581ddf65,poi_679c6407,poi_0b113cd1,cab,36,9.821,1.679,194.95,INR,348,2026-08-18T10:00:00+05:30
ptm_51463780,poi_679c6407,poi_0c5014db,walk,51,3.771,0,0.00,INR,20,2026-08-18T10:00:00+05:30
ptm_c5adb70e,poi_679c6407,poi_0c5014db,cab,16,3.771,0.645,92.10,INR,20,2026-08-18T10:00:00+05:30
ptm_1b564819,poi_679c6407,poi_90ae8bdc,cab,49,13.996,2.393,265.94,INR,324,2026-08-18T10:00:00+05:30
ptm_f6eaf81e,poi_679c6407,poi_6b659eca,cab,41,11.417,1.952,222.09,INR,265,2026-08-18T10:00:00+05:30
ptm_40e889c0,poi_679c6407,poi_d2d9d668,walk,13,0.875,0,0.00,INR,234,2026-08-18T10:00:00+05:30
ptm_e0cc53c5,poi_679c6407,poi_d2d9d668,cab,7,0.875,0.15,42.87,INR,234,2026-08-18T10:00:00+05:30
ptm_6ac12deb,poi_679c6407,poi_ba254651,cab,33,8.936,1.528,179.91,INR,330,2026-08-18T10:00:00+05:30
ptm_3591a054,poi_679c6407,poi_df26bbb8,walk,44,3.256,0,0.00,INR,360,2026-08-18T10:00:00+05:30
ptm_0971e9ce,poi_679c6407,poi_df26bbb8,cab,15,3.256,0.557,83.36,INR,360,2026-08-18T10:00:00+05:30
ptm_28d97292,poi_679c6407,poi_3132b4af,cab,32,8.715,1.49,176.16,INR,264,2026-08-18T10:00:00+05:30
ptm_ca096806,poi_679c6407,poi_ac60ca43,walk,7,0.455,0,0.00,INR,102,2026-08-18T10:00:00+05:30
ptm_7d9130c4,poi_679c6407,poi_ac60ca43,cab,6,0.455,0.078,35.73,INR,102,2026-08-18T10:00:00+05:30
ptm_5c51ee9b,poi_ac60ca43,poi_0b113cd1,cab,36,10.011,1.712,198.19,INR,346,2026-08-18T10:00:00+05:30
ptm_444a8aa4,poi_ac60ca43,poi_0c5014db,walk,50,3.731,0,0.00,INR,13,2026-08-18T10:00:00+05:30
ptm_5e235208,poi_ac60ca43,poi_0c5014db,cab,16,3.731,0.638,91.43,INR,13,2026-08-18T10:00:00+05:30
ptm_6b37dc9e,poi_ac60ca43,poi_90ae8bdc,cab,50,14.337,2.452,271.73,INR,322,2026-08-18T10:00:00+05:30
ptm_493ae158,poi_ac60ca43,poi_6b659eca,cab,42,11.854,2.027,229.52,INR,266,2026-08-18T10:00:00+05:30
ptm_fbb88c23,poi_ac60ca43,poi_d2d9d668,walk,18,1.227,0,0.00,INR,250,2026-08-18T10:00:00+05:30
ptm_5ac06de2,poi_ac60ca43,poi_d2d9d668,cab,8,1.227,0.21,48.86,INR,250,2026-08-18T10:00:00+05:30
ptm_adae5385,poi_ac60ca43,poi_ba254651,cab,34,9.245,1.581,185.17,INR,328,2026-08-18T10:00:00+05:30
ptm_5ba18d7f,poi_ac60ca43,poi_df26bbb8,walk,46,3.378,0,0.00,INR,352,2026-08-18T10:00:00+05:30
ptm_17024c82,poi_ac60ca43,poi_df26bbb8,cab,15,3.378,0.578,85.43,INR,352,2026-08-18T10:00:00+05:30
ptm_2d5cd0e4,poi_ac60ca43,poi_3132b4af,cab,33,9.15,1.565,183.54,INR,265,2026-08-18T10:00:00+05:30
ptm_bbd80811,poi_ac60ca43,poi_679c6407,walk,7,0.455,0,0.00,INR,282,2026-08-18T10:00:00+05:30
ptm_6b660a18,poi_ac60ca43,poi_679c6407,cab,6,0.455,0.078,35.73,INR,282,2026-08-18T10:00:00+05:30
ptm_7dc29c19,poi_92cf9d43,poi_c814b1d0,walk,29,2.086,0,0.00,INR,75,2026-08-18T10:00:00+05:30
ptm_061a8238,poi_92cf9d43,poi_c814b1d0,cab,11,2.086,0.357,63.46,INR,75,2026-08-18T10:00:00+05:30
ptm_0247cf13,poi_92cf9d43,poi_1d735a17,cab,35,9.709,1.66,193.05,INR,114,2026-08-18T10:00:00+05:30
ptm_d7b56989,poi_92cf9d43,poi_dbf42d12,cab,45,12.856,2.198,246.55,INR,140,2026-08-18T10:00:00+05:30
ptm_aa779a94,poi_92cf9d43,poi_cf0b559b,cab,39,11.022,1.885,215.37,INR,168,2026-08-18T10:00:00+05:30
ptm_c6739e4f,poi_92cf9d43,poi_efeb9acf,cab,33,9.159,1.566,183.70,INR,152,2026-08-18T10:00:00+05:30
ptm_e9db29d3,poi_92cf9d43,poi_855347dc,cab,33,8.985,1.536,180.74,INR,165,2026-08-18T10:00:00+05:30
ptm_0f1b4190,poi_92cf9d43,poi_04171cda,cab,34,9.375,1.603,187.37,INR,138,2026-08-18T10:00:00+05:30
ptm_b3e46113,poi_92cf9d43,poi_bd5ad4bb,cab,22,5.542,0.948,122.22,INR,106,2026-08-18T10:00:00+05:30
ptm_d9adf98f,poi_92cf9d43,poi_c2b659ff,cab,37,10.314,1.764,203.34,INR,126,2026-08-18T10:00:00+05:30
ptm_dcd493ad,poi_c814b1d0,poi_92cf9d43,walk,29,2.086,0,0.00,INR,255,2026-08-18T10:00:00+05:30
ptm_71ef613f,poi_c814b1d0,poi_92cf9d43,cab,11,2.086,0.357,63.46,INR,255,2026-08-18T10:00:00+05:30
ptm_05262f77,poi_c814b1d0,poi_1d735a17,cab,30,8.189,1.4,167.21,INR,123,2026-08-18T10:00:00+05:30
ptm_6c5adf97,poi_c814b1d0,poi_dbf42d12,cab,43,12.137,2.075,234.33,INR,149,2026-08-18T10:00:00+05:30
ptm_da39aa0c,poi_c814b1d0,poi_cf0b559b,cab,40,11.336,1.938,220.71,INR,179,2026-08-18T10:00:00+05:30
ptm_ce113bbe,poi_c814b1d0,poi_efeb9acf,cab,33,8.927,1.527,179.77,INR,165,2026-08-18T10:00:00+05:30
ptm_4673fc95,poi_c814b1d0,poi_855347dc,cab,34,9.208,1.575,184.54,INR,178,2026-08-18T10:00:00+05:30
ptm_da4a678b,poi_c814b1d0,poi_04171cda,cab,32,8.617,1.474,174.50,INR,150,2026-08-18T10:00:00+05:30
ptm_b0498176,poi_c814b1d0,poi_bd5ad4bb,walk,53,3.917,0,0.00,INR,123,2026-08-18T10:00:00+05:30
ptm_214af9f1,poi_c814b1d0,poi_bd5ad4bb,cab,17,3.917,0.67,94.59,INR,123,2026-08-18T10:00:00+05:30
ptm_b4cb8b8b,poi_c814b1d0,poi_c2b659ff,cab,33,9.157,1.566,183.67,INR,137,2026-08-18T10:00:00+05:30
ptm_16937347,poi_1d735a17,poi_92cf9d43,cab,35,9.709,1.66,193.05,INR,294,2026-08-18T10:00:00+05:30
ptm_30e52ae9,poi_1d735a17,poi_c814b1d0,cab,30,8.189,1.4,167.21,INR,303,2026-08-18T10:00:00+05:30
ptm_23cdafd8,poi_1d735a17,poi_dbf42d12,cab,24,6.026,1.03,130.45,INR,187,2026-08-18T10:00:00+05:30
ptm_a46c656d,poi_1d735a17,poi_cf0b559b,cab,35,9.564,1.635,190.58,INR,224,2026-08-18T10:00:00+05:30
ptm_e3ed3a1b,poi_1d735a17,poi_efeb9acf,cab,24,6.204,1.061,133.47,INR,228,2026-08-18T10:00:00+05:30
ptm_6ed3c7e8,poi_1d735a17,poi_855347dc,cab,30,8.034,1.374,164.58,INR,234,2026-08-18T10:00:00+05:30
ptm_cf4d0849,poi_1d735a17,poi_04171cda,walk,53,3.95,0,0.00,INR,221,2026-08-18T10:00:00+05:30
ptm_38e0cf3c,poi_1d735a17,poi_04171cda,cab,17,3.95,0.675,95.15,INR,221,2026-08-18T10:00:00+05:30
ptm_0ac1f502,poi_1d735a17,poi_bd5ad4bb,walk,57,4.272,0,0.00,INR,303,2026-08-18T10:00:00+05:30
ptm_dbfe81bc,poi_1d735a17,poi_bd5ad4bb,cab,18,4.272,0.73,100.62,INR,303,2026-08-18T10:00:00+05:30
ptm_dc84e2c2,poi_1d735a17,poi_c2b659ff,walk,31,2.262,0,0.00,INR,195,2026-08-18T10:00:00+05:30
ptm_ce9ca3ed,poi_1d735a17,poi_c2b659ff,cab,12,2.262,0.387,66.45,INR,195,2026-08-18T10:00:00+05:30
ptm_6a2c7dc2,poi_dbf42d12,poi_92cf9d43,cab,45,12.856,2.198,246.55,INR,320,2026-08-18T10:00:00+05:30
ptm_576ac582,poi_dbf42d12,poi_c814b1d0,cab,43,12.137,2.075,234.33,INR,329,2026-08-18T10:00:00+05:30
ptm_0c941011,poi_dbf42d12,poi_1d735a17,cab,24,6.026,1.03,130.45,INR,7,2026-08-18T10:00:00+05:30
ptm_c4613082,poi_dbf42d12,poi_cf0b559b,cab,24,6.026,1.03,130.44,INR,262,2026-08-18T10:00:00+05:30
ptm_adbf67d1,poi_dbf42d12,poi_efeb9acf,walk,58,4.304,0,0.00,INR,295,2026-08-18T10:00:00+05:30
ptm_3b090f18,poi_dbf42d12,poi_efeb9acf,cab,18,4.304,0.736,101.17,INR,295,2026-08-18T10:00:00+05:30
ptm_b81f45be,poi_dbf42d12,poi_855347dc,cab,23,5.93,1.014,128.81,INR,282,2026-08-18T10:00:00+05:30
ptm_9ae113c9,poi_dbf42d12,poi_04171cda,walk,47,3.522,0,0.00,INR,328,2026-08-18T10:00:00+05:30
ptm_fd6d24ea,poi_dbf42d12,poi_04171cda,cab,16,3.522,0.602,87.87,INR,328,2026-08-18T10:00:00+05:30
ptm_7803e5d0,poi_dbf42d12,poi_bd5ad4bb,cab,32,8.819,1.508,177.93,INR,341,2026-08-18T10:00:00+05:30
ptm_265a6172,poi_dbf42d12,poi_c2b659ff,walk,51,3.8,0,0.00,INR,2,2026-08-18T10:00:00+05:30
ptm_17afafd6,poi_dbf42d12,poi_c2b659ff,cab,16,3.8,0.65,92.60,INR,2,2026-08-18T10:00:00+05:30
ptm_a36ceeea,poi_cf0b559b,poi_92cf9d43,cab,39,11.022,1.885,215.37,INR,348,2026-08-18T10:00:00+05:30
ptm_1b838cec,poi_cf0b559b,poi_c814b1d0,cab,40,11.336,1.938,220.71,INR,359,2026-08-18T10:00:00+05:30
ptm_6f52a404,poi_cf0b559b,poi_1d735a17,cab,35,9.564,1.635,190.58,INR,44,2026-08-18T10:00:00+05:30
ptm_2c212c2a,poi_cf0b559b,poi_dbf42d12,cab,24,6.026,1.03,130.44,INR,82,2026-08-18T10:00:00+05:30
ptm_9e99ff9d,poi_cf0b559b,poi_efeb9acf,walk,46,3.396,0,0.00,INR,37,2026-08-18T10:00:00+05:30
ptm_aa1e7e6f,poi_cf0b559b,poi_efeb9acf,cab,15,3.396,0.581,85.73,INR,37,2026-08-18T10:00:00+05:30
ptm_68ce83de,poi_cf0b559b,poi_855347dc,walk,29,2.14,0,0.00,INR,4,2026-08-18T10:00:00+05:30
ptm_9e59b156,poi_cf0b559b,poi_855347dc,cab,11,2.14,0.366,64.38,INR,4,2026-08-18T10:00:00+05:30
ptm_92b78e01,poi_cf0b559b,poi_04171cda,cab,22,5.627,0.962,123.66,INR,47,2026-08-18T10:00:00+05:30
ptm_fcc73eb0,poi_cf0b559b,poi_bd5ad4bb,cab,35,9.725,1.663,193.32,INR,19,2026-08-18T10:00:00+05:30
ptm_4940dda9,poi_cf0b559b,poi_c2b659ff,cab,29,7.674,1.312,158.46,INR,52,2026-08-18T10:00:00+05:30
ptm_eed764c6,poi_efeb9acf,poi_92cf9d43,cab,33,9.159,1.566,183.70,INR,332,2026-08-18T10:00:00+05:30
ptm_2cb47a26,poi_efeb9acf,poi_c814b1d0,cab,33,8.927,1.527,179.77,INR,345,2026-08-18T10:00:00+05:30
ptm_ac73f76c,poi_efeb9acf,poi_1d735a17,cab,24,6.204,1.061,133.47,INR,48,2026-08-18T10:00:00+05:30
ptm_f7c6d219,poi_efeb9acf,poi_dbf42d12,walk,58,4.304,0,0.00,INR,115,2026-08-18T10:00:00+05:30
ptm_d5bc3f3b,poi_efeb9acf,poi_dbf42d12,cab,18,4.304,0.736,101.17,INR,115,2026-08-18T10:00:00+05:30
ptm_f2cffc6a,poi_efeb9acf,poi_cf0b559b,walk,46,3.396,0,0.00,INR,217,2026-08-18T10:00:00+05:30
ptm_13598b5a,poi_efeb9acf,poi_cf0b559b,cab,15,3.396,0.581,85.73,INR,217,2026-08-18T10:00:00+05:30
ptm_4957186c,poi_efeb9acf,poi_855347dc,walk,27,1.978,0,0.00,INR,253,2026-08-18T10:00:00+05:30
ptm_335a4edf,poi_efeb9acf,poi_855347dc,cab,11,1.978,0.338,61.63,INR,253,2026-08-18T10:00:00+05:30
ptm_3db10a73,poi_efeb9acf,poi_04171cda,walk,32,2.34,0,0.00,INR,60,2026-08-18T10:00:00+05:30
ptm_6ec9af4c,poi_efeb9acf,poi_04171cda,cab,12,2.34,0.4,67.78,INR,60,2026-08-18T10:00:00+05:30
ptm_456fb4b3,poi_efeb9acf,poi_bd5ad4bb,cab,25,6.602,1.129,140.23,INR,9,2026-08-18T10:00:00+05:30
ptm_184219d0,poi_efeb9acf,poi_c2b659ff,walk,60,4.483,0,0.00,INR,64,2026-08-18T10:00:00+05:30
ptm_b553aa97,poi_efeb9acf,poi_c2b659ff,cab,19,4.483,0.767,104.21,INR,64,2026-08-18T10:00:00+05:30
ptm_f5fcc5fa,poi_855347dc,poi_92cf9d43,cab,33,8.985,1.536,180.74,INR,345,2026-08-18T10:00:00+05:30
ptm_acaa8690,poi_855347dc,poi_c814b1d0,cab,34,9.208,1.575,184.54,INR,358,2026-08-18T10:00:00+05:30
ptm_1f57049f,poi_855347dc,poi_1d735a17,cab,30,8.034,1.374,164.58,INR,54,2026-08-18T10:00:00+05:30
ptm_346677c9,poi_855347dc,poi_dbf42d12,cab,23,5.93,1.014,128.81,INR,102,2026-08-18T10:00:00+05:30
ptm_af3bc40f,poi_855347dc,poi_cf0b559b,walk,29,2.14,0,0.00,INR,184,2026-08-18T10:00:00+05:30
ptm_273e5918,poi_855347dc,poi_cf0b559b,cab,11,2.14,0.366,64.38,INR,184,2026-08-18T10:00:00+05:30
ptm_81a0665f,poi_855347dc,poi_efeb9acf,walk,27,1.978,0,0.00,INR,73,2026-08-18T10:00:00+05:30
ptm_5f68a573,poi_855347dc,poi_efeb9acf,cab,11,1.978,0.338,61.63,INR,73,2026-08-18T10:00:00+05:30
ptm_ef7c11c8,poi_855347dc,poi_04171cda,walk,57,4.29,0,0.00,INR,66,2026-08-18T10:00:00+05:30
ptm_82bad483,poi_855347dc,poi_04171cda,cab,18,4.29,0.734,100.93,INR,66,2026-08-18T10:00:00+05:30
ptm_71f8b99c,poi_855347dc,poi_bd5ad4bb,cab,29,7.667,1.311,158.34,INR,22,2026-08-18T10:00:00+05:30
ptm_ce5f3099,poi_855347dc,poi_c2b659ff,cab,25,6.442,1.102,137.51,INR,67,2026-08-18T10:00:00+05:30
ptm_3c02f006,poi_04171cda,poi_92cf9d43,cab,34,9.375,1.603,187.37,INR,318,2026-08-18T10:00:00+05:30
ptm_899907c0,poi_04171cda,poi_c814b1d0,cab,32,8.617,1.474,174.50,INR,330,2026-08-18T10:00:00+05:30
ptm_70f27229,poi_04171cda,poi_1d735a17,walk,53,3.95,0,0.00,INR,41,2026-08-18T10:00:00+05:30
ptm_2584c2c5,poi_04171cda,poi_1d735a17,cab,17,3.95,0.675,95.15,INR,41,2026-08-18T10:00:00+05:30
ptm_89b4a220,poi_04171cda,poi_dbf42d12,walk,47,3.522,0,0.00,INR,148,2026-08-18T10:00:00+05:30
ptm_a5106e38,poi_04171cda,poi_dbf42d12,cab,16,3.522,0.602,87.87,INR,148,2026-08-18T10:00:00+05:30
ptm_d34e271e,poi_04171cda,poi_cf0b559b,cab,22,5.627,0.962,123.66,INR,227,2026-08-18T10:00:00+05:30
ptm_cb513860,poi_04171cda,poi_efeb9acf,walk,32,2.34,0,0.00,INR,240,2026-08-18T10:00:00+05:30
ptm_934bed21,poi_04171cda,poi_efeb9acf,cab,12,2.34,0.4,67.78,INR,240,2026-08-18T10:00:00+05:30
ptm_51747caf,poi_04171cda,poi_855347dc,walk,57,4.29,0,0.00,INR,246,2026-08-18T10:00:00+05:30
ptm_69b3df57,poi_04171cda,poi_855347dc,cab,18,4.29,0.734,100.93,INR,246,2026-08-18T10:00:00+05:30
ptm_8562e7ca,poi_04171cda,poi_bd5ad4bb,cab,22,5.448,0.932,120.62,INR,349,2026-08-18T10:00:00+05:30
ptm_05e81d9e,poi_04171cda,poi_c2b659ff,walk,30,2.153,0,0.00,INR,68,2026-08-18T10:00:00+05:30
ptm_1a5828b0,poi_04171cda,poi_c2b659ff,cab,11,2.153,0.368,64.60,INR,68,2026-08-18T10:00:00+05:30
ptm_6854c6ef,poi_bd5ad4bb,poi_92cf9d43,cab,22,5.542,0.948,122.22,INR,287,2026-08-18T10:00:00+05:30
ptm_b4fa1f48,poi_bd5ad4bb,poi_c814b1d0,walk,53,3.917,0,0.00,INR,303,2026-08-18T10:00:00+05:30
ptm_81134110,poi_bd5ad4bb,poi_c814b1d0,cab,17,3.917,0.67,94.59,INR,303,2026-08-18T10:00:00+05:30
ptm_5c2c6c6b,poi_bd5ad4bb,poi_1d735a17,walk,57,4.272,0,0.00,INR,123,2026-08-18T10:00:00+05:30
ptm_519ee7f0,poi_bd5ad4bb,poi_1d735a17,cab,18,4.272,0.73,100.62,INR,123,2026-08-18T10:00:00+05:30
ptm_ae633987,poi_bd5ad4bb,poi_dbf42d12,cab,32,8.819,1.508,177.93,INR,161,2026-08-18T10:00:00+05:30
ptm_eecdc9a6,poi_bd5ad4bb,poi_cf0b559b,cab,35,9.725,1.663,193.32,INR,199,2026-08-18T10:00:00+05:30
ptm_6493c4b8,poi_bd5ad4bb,poi_efeb9acf,cab,25,6.602,1.129,140.23,INR,189,2026-08-18T10:00:00+05:30
ptm_92bc4e2d,poi_bd5ad4bb,poi_855347dc,cab,29,7.667,1.311,158.34,INR,202,2026-08-18T10:00:00+05:30
ptm_9f2b6a87,poi_bd5ad4bb,poi_04171cda,cab,22,5.448,0.932,120.62,INR,169,2026-08-18T10:00:00+05:30
ptm_3e1c86a5,poi_bd5ad4bb,poi_c2b659ff,cab,22,5.438,0.93,120.45,INR,147,2026-08-18T10:00:00+05:30
ptm_372e3dd3,poi_c2b659ff,poi_92cf9d43,cab,37,10.314,1.764,203.34,INR,306,2026-08-18T10:00:00+05:30
ptm_7c46e2a7,poi_c2b659ff,poi_c814b1d0,cab,33,9.157,1.566,183.67,INR,317,2026-08-18T10:00:00+05:30
ptm_7eadf76e,poi_c2b659ff,poi_1d735a17,walk,31,2.262,0,0.00,INR,15,2026-08-18T10:00:00+05:30
ptm_0e7b9f8f,poi_c2b659ff,poi_1d735a17,cab,12,2.262,0.387,66.45,INR,15,2026-08-18T10:00:00+05:30
ptm_5763920b,poi_c2b659ff,poi_dbf42d12,walk,51,3.8,0,0.00,INR,182,2026-08-18T10:00:00+05:30
ptm_963f78e4,poi_c2b659ff,poi_dbf42d12,cab,16,3.8,0.65,92.60,INR,182,2026-08-18T10:00:00+05:30
ptm_27adf48e,poi_c2b659ff,poi_cf0b559b,cab,29,7.674,1.312,158.46,INR,232,2026-08-18T10:00:00+05:30
ptm_84bd0fdd,poi_c2b659ff,poi_efeb9acf,walk,60,4.483,0,0.00,INR,244,2026-08-18T10:00:00+05:30
ptm_67929273,poi_c2b659ff,poi_efeb9acf,cab,19,4.483,0.767,104.21,INR,244,2026-08-18T10:00:00+05:30
ptm_93e9b683,poi_c2b659ff,poi_855347dc,cab,25,6.442,1.102,137.51,INR,247,2026-08-18T10:00:00+05:30
ptm_bfee0d71,poi_c2b659ff,poi_04171cda,walk,30,2.153,0,0.00,INR,248,2026-08-18T10:00:00+05:30
ptm_2af38ca5,poi_c2b659ff,poi_04171cda,cab,11,2.153,0.368,64.60,INR,248,2026-08-18T10:00:00+05:30
ptm_2b110c23,poi_c2b659ff,poi_bd5ad4bb,cab,22,5.438,0.93,120.45,INR,327,2026-08-18T10:00:00+05:30
ptm_f7dc081b,poi_16ee7fea,poi_43fed3a1,cab,43,12.156,2.079,234.65,INR,107,2026-08-18T10:00:00+05:30
ptm_e0ce9b4e,poi_16ee7fea,poi_13aa9240,cab,45,12.707,2.173,244.02,INR,143,2026-08-18T10:00:00+05:30
ptm_a90a7f52,poi_16ee7fea,poi_6a074d03,cab,44,12.554,2.147,241.42,INR,114,2026-08-18T10:00:00+05:30
ptm_859621d5,poi_16ee7fea,poi_697e3901,cab,51,14.808,2.532,279.74,INR,87,2026-08-18T10:00:00+05:30
ptm_0177d60e,poi_16ee7fea,poi_e9a50799,cab,44,12.637,2.161,242.84,INR,172,2026-08-18T10:00:00+05:30
ptm_841f873e,poi_16ee7fea,poi_46ade188,cab,34,9.286,1.588,185.86,INR,163,2026-08-18T10:00:00+05:30
ptm_2fe8f679,poi_16ee7fea,poi_4c2e1d24,cab,30,8.116,1.388,165.97,INR,162,2026-08-18T10:00:00+05:30
ptm_adf378ad,poi_16ee7fea,poi_8843e985,walk,47,3.521,0,0.00,INR,135,2026-08-18T10:00:00+05:30
ptm_728a4cb9,poi_16ee7fea,poi_8843e985,cab,16,3.521,0.602,87.86,INR,135,2026-08-18T10:00:00+05:30
ptm_87328008,poi_16ee7fea,poi_72868d71,cab,33,9.067,1.55,182.14,INR,111,2026-08-18T10:00:00+05:30
ptm_d494895e,poi_43fed3a1,poi_16ee7fea,cab,43,12.156,2.079,234.65,INR,287,2026-08-18T10:00:00+05:30
ptm_7eb7a667,poi_43fed3a1,poi_13aa9240,cab,29,7.836,1.34,161.21,INR,211,2026-08-18T10:00:00+05:30
ptm_668116e2,poi_43fed3a1,poi_6a074d03,walk,22,1.572,0,0.00,INR,186,2026-08-18T10:00:00+05:30
ptm_8cb7eaca,poi_43fed3a1,poi_6a074d03,cab,9,1.572,0.269,54.73,INR,186,2026-08-18T10:00:00+05:30
ptm_3754d186,poi_43fed3a1,poi_697e3901,cab,21,5.211,0.891,116.58,INR,37,2026-08-18T10:00:00+05:30
ptm_f82fca21,poi_43fed3a1,poi_e9a50799,cab,47,13.424,2.295,256.20,INR,228,2026-08-18T10:00:00+05:30
ptm_c78eed3d,poi_43fed3a1,poi_46ade188,cab,38,10.498,1.795,206.47,INR,239,2026-08-18T10:00:00+05:30
ptm_fb074300,poi_43fed3a1,poi_4c2e1d24,cab,36,10.022,1.714,198.37,INR,245,2026-08-18T10:00:00+05:30
ptm_10bccfb3,poi_43fed3a1,poi_8843e985,cab,34,9.211,1.575,184.59,INR,276,2026-08-18T10:00:00+05:30
ptm_2da76e71,poi_43fed3a1,poi_72868d71,walk,43,3.171,0,0.00,INR,275,2026-08-18T10:00:00+05:30
ptm_f8b88ea6,poi_43fed3a1,poi_72868d71,cab,15,3.171,0.542,81.90,INR,275,2026-08-18T10:00:00+05:30
ptm_65f493c0,poi_13aa9240,poi_16ee7fea,cab,45,12.707,2.173,244.02,INR,323,2026-08-18T10:00:00+05:30
ptm_89f70b0a,poi_13aa9240,poi_43fed3a1,cab,29,7.836,1.34,161.21,INR,31,2026-08-18T10:00:00+05:30
ptm_4aa8346f,poi_13aa9240,poi_6a074d03,cab,25,6.454,1.104,137.72,INR,37,2026-08-18T10:00:00+05:30
ptm_a74319e1,poi_13aa9240,poi_697e3901,cab,46,13.03,2.228,249.50,INR,34,2026-08-18T10:00:00+05:30
ptm_b465a6fe,poi_13aa9240,poi_e9a50799,cab,24,6.318,1.08,135.41,INR,248,2026-08-18T10:00:00+05:30
ptm_d261352c,poi_13aa9240,poi_46ade188,cab,21,5.106,0.873,114.80,INR,285,2026-08-18T10:00:00+05:30
ptm_e9c87fdb,poi_13aa9240,poi_4c2e1d24,cab,22,5.617,0.96,123.48,INR,296,2026-08-18T10:00:00+05:30
